,volt_mean,volt_max,volt_min,volt_max_variation,volt_min_variation,rotate_mean,rotate_max,rotate_min,rotate_max_variation,rotate_min_variation,pressure_mean,pressure_max,pressure_min,pressure_max_variation,pressure_min_variation,vibrate_mean,vibrate_max,vibrate_min,vibrate_max_variation,vibrate_min_variation,Error
0,177.9424444872599,194.942846711456,164.989450250038,25.937768137906005,1.7173645669610096,473.5367559210807,521.837936384375,418.069791413792,91.41470482781494,11.580960300890013,97.2735070940809,114.042406182779,80.6682867298282,24.70577285364631,3.533439753111807,41.32331074626509,52.9973268810933,32.3236161048206,20.6737107762727,0.6242123764534,1
1,175.5152868438169,190.359116542277,153.533417381444,27.134211477613007,0.11570208875500043,433.24910698647943,475.526579676517,379.916167116722,41.759898618863986,0.07751132997702825,95.77564177830702,120.197829459782,80.1199181514942,27.283434150450603,2.4456933886284986,41.233066828249605,54.9195465697047,29.1339045791147,25.78564199059,1.7776572238716994,0
2,164.80696172536517,190.431959912675,154.199257880854,23.95127621651602,2.3067047136370036,448.49316610920306,520.582694406777,405.869840207545,94.77926307634601,7.83013089056999,96.75357586347211,116.008404147721,85.7555462286093,28.1335328947971,1.8145942733389973,53.56335637006583,66.7645147253914,43.7886815487723,18.817722009937192,0.7059861000756982,1
3,184.57826142445663,216.955936428285,160.875887654874,29.897653877458993,3.607822709522992,451.3218307338626,496.137292496013,384.651193450496,111.486099045517,2.301908287502954,99.5167656277478,111.521357194574,78.5042839099561,28.191908366032905,1.5901330499441997,40.82031986712916,52.884797512349,34.4190529014977,18.465744610851303,1.2771673809349977,0
4,177.53484865871718,195.564940967406,165.010140212997,26.877684445607002,3.263655454822981,436.697334352499,506.595128588594,374.127148089674,122.45622379226597,7.841032196040032,105.67331258192962,117.148227346375,87.7374352276446,19.5294362880104,0.9121203558409974,52.084354509111485,58.4576673377802,39.2735674729836,13.091107999250198,0.26014592950570403,1
5,168.7759942260111,188.964218360996,152.779821322449,19.454841019979995,1.3410959886879823,454.43480034038146,493.5200546791,407.550289498139,70.25244438122496,4.805780117094969,103.88922762055002,124.920924292074,90.1153175590313,22.3976012311487,0.3911295504000094,39.44406142942471,44.9941161190469,32.4115013752211,8.981447014851902,0.2358160925783963,0
6,166.37999334115898,193.249750759737,146.279047851045,31.673938790456987,1.2825707287650232,469.9616836988936,511.288171366559,419.206408058055,86.04955672426303,7.148384866398999,100.66939315026003,119.749926388903,86.4704499949343,23.425538161293105,1.2898399163107968,39.761053800249414,49.0846639840331,31.2000279004032,13.695068980721203,0.6910247237803944,1
7,175.18529541045788,202.305608239658,151.528958313641,42.823352514807,1.8511753382759935,451.4567147829448,529.398302585512,382.644334897988,116.47873340684697,14.08624222302501,99.1761786788794,106.791940044945,85.687319508655,20.126690526268007,0.9779300100219928,40.36480693445086,51.1648858081998,31.1804996135806,18.617532899648403,0.12241868310639958,0
8,170.503365511099,192.190923064824,144.633751586947,39.401914679822,2.897706346948979,480.8442472618449,569.403585168309,411.051519818333,99.80861351733694,14.686797433600987,99.14626447512754,129.155678068016,78.4242808961338,36.15790949172899,0.10268644314780317,38.47671786649336,48.2709956897195,29.2426590184763,10.9768140235131,1.9524742257893024,1
9,176.224721608621,193.562731870793,155.488989003991,38.07374286680198,2.200384683667977,445.7630882648059,529.249466761064,399.955751289619,129.293715471445,5.408198653190993,97.9268816476741,111.75509267472,83.1760285919133,28.57906408280671,7.0025314342504,39.98762642153324,47.7344327064807,29.4324799314416,14.277293954706202,3.975465861860201,0
